"","Attrition","BusinessTravel","DailyRate","Department","EducationField","Gender","HourlyRate","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Age_Group","Env_Group","Years_Group","Edu_Group","WorkLife_Group","JobInvolvement_Group"
"1065","No","Travel_Frequently","1005","Research & Development","Life Sciences","Male","79","1","Laboratory Technician","4","Single","3068","11864","No","13","3","3","8","7","3","6","Young","High","Low","Low","Low","High"
"1066","No","Travel_Frequently","1225","Sales","Life Sciences","Female","57","2","Sales Executive","3","Single","5473","24668","No","11","3","4","20","3","1","3","Old","Low","Low","Low","Low","Low"
"1067","No","Travel_Frequently","748","Research & Development","Medical","Female","74","1","Laboratory Technician","4","Single","3673","16458","No","13","3","3","12","9","5","8","Medium","Low","High","Low","High","High"
"1068","No","Travel_Frequently","1234","Research & Development","Medical","Male","41","4","Healthcare Representative","3","Married","11245","20689","Yes","15","3","3","32","8","12","13","Old","Low","High","High","High","High"
"1069","Yes","Travel_Rarely","465","Research & Development","Life Sciences","Female","39","1","Laboratory Technician","1","Married","2707","21509","No","20","4","1","13","7","1","7","Medium","Low","Low","Low","High","High"
"1070","No","Travel_Rarely","1103","Research & Development","Life Sciences","Male","42","1","Research Scientist","1","Married","2235","14377","Yes","14","3","4","9","7","6","8","Young","Low","Low","High","Low","High"
"1071","No","Non-Travel","805","Research & Development","Life Sciences","Male","57","2","Laboratory Technician","2","Married","4447","23163","No","12","3","2","9","7","0","8","Medium","High","Low","Low","Low","High"
"1072","No","Travel_Rarely","841","Research & Development","Other","Female","46","1","Research Scientist","2","Married","2368","23300","No","19","3","3","5","4","4","3","Young","High","Low","High","Low","Low"
"1073","No","Travel_Rarely","337","Sales","Marketing","Female","54","2","Sales Executive","2","Married","4393","26841","No","21","4","3","14","4","1","4","Medium","High","Low","High","High","High"
"1074","No","Travel_Rarely","728","Sales","Medical","Female","36","2","Sales Representative","3","Married","3540","7018","No","21","4","4","9","8","5","8","Young","Low","Low","Low","High","Low"
"1075","No","Travel_Rarely","797","Research & Development","Life Sciences","Male","96","5","Research Director","2","Divorced","19144","15815","No","14","3","1","28","4","1","6","Old","Low","High","Low","Low","High"
"1076","No","Travel_Rarely","1372","Sales","Life Sciences","Male","93","2","Sales Executive","3","Married","6232","12477","No","11","3","2","6","2","1","2","Young","Low","Low","Low","Low","High"
"1077","No","Travel_Rarely","608","Research & Development","Life Sciences","Female","68","3","Manufacturing Director","1","Married","7412","6009","No","11","3","4","9","7","0","7","Young","High","Low","Low","High","High"
"1078","No","Travel_Frequently","148","Research & Development","Medical","Female","42","1","Laboratory Technician","2","Single","2440","23826","No","22","4","2","4","3","3","3","Medium","High","Low","High","High","Low"
"1079","No","Travel_Frequently","1199","Research & Development","Life Sciences","Male","80","2","Healthcare Representative","3","Married","5689","24594","Yes","14","3","4","10","2","0","2","Medium","High","High","High","High","High"
"1080","No","Travel_Rarely","1343","Research & Development","Medical","Female","53","1","Research Scientist","1","Single","2559","17852","No","11","3","4","6","5","1","1","Medium","High","Low","Low","Low","Low"
"1081","No","Travel_Frequently","138","Research & Development","Medical","Female","37","2","Laboratory Technician","2","Single","4425","15986","No","11","3","4","10","2","1","2","Medium","Low","Low","High","High","High"
"1082","No","Travel_Rarely","703","Sales","Marketing","Male","66","2","Sales Executive","2","Married","6272","7428","No","20","4","4","6","3","1","4","Young","Low","Low","Low","High","High"
"1083","No","Travel_Rarely","891","Sales","Life Sciences","Female","99","2","Sales Executive","4","Single","4487","12090","Yes","11","3","2","5","4","1","3","Young","Low","Low","Low","High","Low"
"1084","No","Travel_Rarely","1401","Research & Development","Medical","Female","54","1","Laboratory Technician","4","Married","3131","26342","No","13","3","1","10","8","0","8","Young","Low","High","Low","High","High"
"1085","No","Travel_Rarely","645","Sales","Marketing","Male","49","3","Sales Executive","1","Married","8392","19566","No","16","3","3","10","7","0","7","Medium","Low","High","High","High","High"
"1086","No","Travel_Rarely","1442","Research & Development","Medical","Female","46","3","Healthcare Representative","2","Single","8621","17654","No","14","3","2","9","7","7","7","Medium","High","Low","High","High","Low"
"1087","Yes","Travel_Rarely","329","Research & Development","Medical","Male","51","1","Laboratory Technician","2","Married","2408","7324","Yes","17","3","3","1","1","0","0","Young","High","Low","High","High","High"
"1088","No","Travel_Rarely","629","Research & Development","Medical","Female","95","1","Research Scientist","2","Single","2311","5711","No","15","3","4","9","2","1","2","Medium","High","Low","Low","High","High"
"1089","No","Travel_Rarely","310","Research & Development","Medical","Male","79","1","Research Scientist","3","Single","3505","19630","No","18","3","4","2","2","0","2","Young","Low","Low","Low","High","High"
"1090","No","Travel_Rarely","1303","Research & Development","Life Sciences","Male","62","1","Research Scientist","3","Divorced","2768","8416","No","12","3","3","14","3","5","7","Medium","High","Low","High","High","Low"
"1091","No","Travel_Rarely","827","Research & Development","Life Sciences","Male","71","1","Research Scientist","1","Single","2956","15178","No","13","3","4","1","0","0","0","Young","High","Low","Low","High","High"
"1092","Yes","Travel_Rarely","427","Sales","Life Sciences","Male","99","1","Sales Representative","4","Divorced","2275","25103","Yes","21","4","2","3","2","0","2","Young","High","Low","High","High","High"
"1093","No","Travel_Rarely","805","Research & Development","Life Sciences","Male","87","1","Laboratory Technician","3","Single","3033","12828","No","12","3","1","2","2","1","2","Young","Low","Low","High","Low","Low"
"1094","No","Travel_Rarely","326","Sales","Life Sciences","Male","31","3","Sales Executive","4","Divorced","10793","8386","No","18","3","1","13","7","9","9","Young","Low","High","Low","High","High"
"1095","No","Non-Travel","1313","Research & Development","Medical","Male","59","1","Laboratory Technician","3","Divorced","2008","20439","No","12","3","3","1","1","0","0","Medium","Low","Low","Low","Low","Low"
"1096","No","Travel_Frequently","967","Sales","Marketing","Female","43","3","Sales Executive","4","Single","8998","15589","No","14","3","4","9","8","3","7","Young","Low","Low","High","High","High"
"1097","No","Non-Travel","210","Sales","Marketing","Male","73","2","Sales Executive","2","Married","6349","22107","Yes","13","3","4","6","4","1","4","Young","High","Low","Low","High","High"
"1098","No","Travel_Rarely","285","Research & Development","Medical","Male","86","2","Laboratory Technician","3","Married","5429","17491","No","13","3","1","10","7","7","7","Medium","Low","Low","High","High","High"
"1099","No","Travel_Rarely","760","Sales","Marketing","Female","81","2","Sales Executive","2","Married","4779","3698","Yes","20","4","1","8","7","7","5","Young","Low","Low","High","High","High"
"1100","No","Travel_Rarely","1246","Sales","Life Sciences","Male","77","2","Sales Executive","3","Divorced","8620","23757","No","14","3","3","10","7","0","4","Young","High","High","High","High","Low"
"1101","No","Travel_Rarely","634","Research & Development","Medical","Female","95","3","Manager","1","Married","11916","25927","Yes","23","4","4","9","1","0","8","Young","Low","Low","High","High","High"
"1102","Yes","Travel_Rarely","261","Research & Development","Medical","Female","66","2","Healthcare Representative","2","Married","8926","10842","No","22","4","4","13","7","3","7","Medium","High","Low","Low","High","High"
"1103","No","Travel_Rarely","1273","Research & Development","Medical","Female","72","1","Research Scientist","3","Divorced","2645","21923","No","12","3","4","6","3","1","4","Medium","High","Low","Low","Low","High"
"1104","No","Travel_Frequently","827","Research & Development","Other","Female","84","2","Healthcare Representative","2","Married","5488","20161","Yes","13","3","1","6","5","1","2","Medium","High","Low","High","High","High"
"1105","No","Travel_Rarely","304","Sales","Life Sciences","Male","92","2","Sales Executive","4","Single","5253","20750","No","16","3","4","7","5","0","7","Young","Low","Low","High","High","High"
"1106","No","Travel_Frequently","669","Research & Development","Medical","Male","97","2","Healthcare Representative","1","Single","5343","25755","No","20","4","3","14","9","4","9","Medium","High","High","High","High","Low"
"1107","No","Travel_Rarely","572","Sales","Medical","Male","46","2","Sales Executive","4","Single","4684","9125","No","13","3","1","5","3","1","2","Young","High","Low","High","High","High"
"1108","No","Travel_Rarely","913","Research & Development","Medical","Male","48","2","Manufacturing Director","2","Divorced","8847","13934","Yes","11","3","3","13","2","0","2","Medium","Low","Low","Low","High","Low"
"1109","Yes","Travel_Rarely","318","Research & Development","Other","Male","77","1","Laboratory Technician","1","Married","2119","4759","Yes","11","3","4","7","7","0","7","Young","Low","Low","High","Low","Low"
"1110","Yes","Travel_Rarely","383","Sales","Life Sciences","Male","68","1","Sales Representative","1","Married","4400","15182","No","12","3","1","6","2","2","2","Young","Low","Low","Low","High","Low"
"1111","No","Travel_Rarely","1247","Sales","Marketing","Male","45","2","Sales Executive","4","Divorced","6931","10732","No","14","3","4","10","2","0","2","Young","High","Low","Low","High","High"
"1112","No","Travel_Rarely","833","Research & Development","Medical","Male","60","2","Healthcare Representative","4","Married","5811","24539","Yes","16","3","3","15","0","1","0","Medium","Low","Low","High","High","Low"
"1113","No","Travel_Rarely","1120","Sales","Marketing","Female","100","2","Sales Executive","4","Married","6652","14369","No","13","3","1","8","3","0","0","Medium","Low","Low","High","Low","Low"
"1114","No","Travel_Frequently","1404","Sales","Technical Degree","Female","84","1","Sales Representative","4","Married","2157","18203","No","15","3","2","3","1","0","2","Young","High","Low","High","High","High"
"1115","No","Travel_Rarely","1459","Research & Development","Other","Male","41","2","Healthcare Representative","4","Married","6465","19121","Yes","13","3","4","9","2","1","3","Medium","High","Low","High","High","High"
"1116","No","Travel_Rarely","1315","Research & Development","Other","Male","35","5","Manager","4","Married","19513","9358","Yes","12","3","1","26","2","0","1","Medium","High","Low","High","High","High"
"1117","No","Travel_Rarely","471","Research & Development","Medical","Female","62","1","Laboratory Technician","3","Divorced","3978","16031","No","12","3","2","4","2","2","2","Young","Low","Low","High","Low","High"
"1118","No","Travel_Rarely","823","Research & Development","Medical","Female","81","5","Manager","3","Married","19392","22539","No","13","3","4","21","12","6","14","Medium","Low","High","High","High","Low"
